OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,MasVnrArea,Fireplaces,OpenPorchSF_log,SalePrice
6,848,2,848,1,2003,2003,170.0,0,0.0,131500
8,1456,2,1273,2,2003,2003,40.0,1,3.044522437723423,215000
7,1646,1,918,2,1941,1950,0.0,2,0.0,164000
6,1445,2,1127,1,1964,1964,115.0,1,0.0,158000
5,1779,2,1763,1,1955,1974,0.0,1,6.037870919922137,170000
5,1040,1,1040,1,1962,2010,0.0,0,4.653960350157523,127000
6,1026,2,940,1,1978,1978,0.0,0,0.0,147000
6,1481,2,702,2,1994,1995,0.0,1,3.610917912644224,174000
7,1370,2,1090,2,1976,1976,189.0,1,0.0,152000
6,2654,2,1054,2,1968,1984,220.0,1,4.189654742026425,250000
7,1426,1,912,1,1918,1998,0.0,1,5.484796933490655,189950
5,1039,2,1039,1,1965,1965,0.0,0,0.0,131500
6,1097,2,1040,2,1984,1985,0.0,0,0.0,152000
5,1148,1,1148,1,1959,1959,0.0,0,0.0,132500
7,1372,2,1372,2,2007,2008,0.0,0,4.948759890378168,250580
5,1002,2,1002,1,1970,1970,76.0,0,0.0,148500
8,1646,3,1638,2,2006,2007,274.0,1,4.394449154672439,248900
4,1120,2,1040,1,1961,1961,0.0,0,0.0,129000
5,2320,2,0,2,1948,1950,0.0,1,4.976733742420574,169000
7,1949,2,1050,2,1993,1994,246.0,1,4.51085950651685,236000
5,894,1,894,1,1962,1962,0.0,0,0.0,109500
6,1682,2,804,2,1998,1998,116.0,0,4.356708826689592,200500
5,910,2,105,1,1953,1996,0.0,0,0.0,116000
5,1268,1,832,1,1949,1950,0.0,1,3.367295829986474,133000
5,1131,1,676,1,1941,1950,0.0,0,0.0,66500
8,2610,2,1184,2,2007,2007,0.0,1,5.899897353582492,303477
4,1040,2,1064,1,1963,1963,0.0,0,0.0,132250
9,2224,3,1462,2,2004,2005,216.0,1,0.0,350000
5,1155,2,1109,1,1961,1995,0.0,0,0.0,148000
5,864,1,864,1,1978,2005,90.0,0,0.0,136500
5,1090,2,1090,1,2005,2006,0.0,0,3.912023005428146,157000
7,1717,2,1156,2,1990,1991,117.0,1,3.610917912644224,187500
6,1593,2,808,2,1992,1993,0.0,1,3.713572066704308,178000
4,2230,1,795,1,1912,1950,0.0,0,5.241747015059643,118500
5,892,1,892,1,1967,1967,60.0,0,0.0,100000
9,1709,2,1698,2,1999,2000,60.0,1,4.189654742026425,328900
5,1712,2,1626,2,1959,2005,122.0,0,4.007333185232471,145000
5,1393,1,816,1,1955,1955,0.0,0,0.0,135500
8,2217,2,2217,2,1970,1970,0.0,1,5.337538079701318,268000
6,1505,2,1505,1,1953,1953,90.0,1,0.0,149500
5,924,2,672,1,1949,2006,0.0,1,0.0,122900
6,1683,2,918,2,1978,1978,92.0,1,0.0,172500
6,1068,1,1059,1,1963,2003,0.0,0,0.0,154500
5,1383,1,1383,1,1954,1954,0.0,1,4.762173934797756,165000
5,1535,2,0,2,1979,1979,0.0,0,0.0,118858
6,1796,2,780,1,1963,1963,415.0,1,3.9318256327243257,140000
4,951,1,951,1,1936,1950,0.0,0,3.367295829986474,106500
5,2240,2,0,2,1979,1979,0.0,0,0.0,142953
9,2364,3,2330,2,2009,2010,760.0,2,4.219507705176107,611657
5,1236,1,912,1,1961,1994,0.0,1,0.0,135000
4,858,1,858,1,1971,1971,0.0,0,0.0,110000
5,1306,1,992,1,1957,2000,0.0,0,0.0,153000
7,1509,2,783,2,2003,2003,0.0,1,4.330733340286331,180000
7,1670,3,1670,2,2006,2006,27.0,1,4.110873864173311,240000
5,902,1,876,1,1967,1967,75.0,0,0.0,125500
5,1063,1,1056,1,1954,1954,110.0,0,0.0,128000
8,1636,3,1623,2,2006,2006,208.0,1,4.110873864173311,255000
7,2057,1,1017,1,1936,1987,0.0,1,0.0,250000
5,902,2,864,1,1983,1983,0.0,0,0.0,131000
6,1484,2,742,2,2005,2005,0.0,1,3.218875824868201,174000
5,2274,2,1105,2,1960,1960,361.0,0,0.0,154300
5,1268,1,1268,1,1977,1989,0.0,0,0.0,143500
5,1015,1,768,1,1925,1950,0.0,0,0.0,88000
5,2002,3,1001,2,1949,1950,0.0,0,0.0,145000
6,1224,2,612,2,2009,2009,76.0,0,5.459585514144159,173733
4,1092,1,546,1,1970,1970,80.0,0,0.0,75000
2,480,1,480,0,1949,1950,0.0,0,0.0,35311
4,1229,1,1134,1,1956,1956,0.0,0,0.0,135000
7,2127,3,1104,2,1991,1991,0.0,1,5.262690188904886,238000
6,1414,2,1184,1,1958,2002,0.0,1,3.951243718581428,176500
6,1721,2,928,2,1994,1994,105.0,0,4.477336814478207,201000
5,2200,0,1272,2,1900,2003,0.0,0,4.262679877041316,145900
6,1316,2,1316,2,2005,2006,0.0,1,0.0,169990
6,1617,2,1604,2,1993,1994,0.0,1,4.248495242049359,193000
6,1686,2,1686,2,1980,1980,157.0,1,4.882801922586371,207500
5,1126,2,1126,2,1977,1977,0.0,0,0.0,175000
8,2374,3,1181,2,2003,2004,340.0,1,4.61512051684126,285000
7,1978,2,832,2,1968,1968,342.0,1,3.784189633918261,176000
8,1788,2,1753,2,2001,2001,0.0,1,5.0238805208462765,236500
7,2236,2,964,2,1997,1997,285.0,1,0.0,222000
8,1466,3,1466,2,2007,2007,0.0,0,2.9444389791664403,201000
5,925,1,925,1,1965,1965,0.0,0,0.0,117500
9,1905,3,1905,2,2006,2006,302.0,1,5.2574953720277815,320000
7,1500,2,1500,2,2004,2004,210.0,0,3.610917912644224,190000
7,2069,2,585,2,1960,2007,0.0,1,0.0,242000
4,747,2,600,1,1926,1953,108.0,0,0.0,79900
7,1200,2,1176,2,2003,2003,0.0,0,3.737669618283368,184900
7,1971,2,1113,2,2005,2005,0.0,1,3.8918202981106265,253000
7,1962,3,1391,2,2006,2006,0.0,0,4.51085950651685,239799
7,2403,1,1032,2,1940,1950,0.0,2,0.0,244400
6,1728,2,1728,2,1976,1976,0.0,0,0.0,150900
7,2060,2,992,2,1999,1999,298.0,1,0.0,214000
4,1440,0,1440,2,1977,1977,0.0,0,0.0,150000
5,1632,2,1632,2,1967,1967,0.0,0,0.0,143000
6,1344,2,819,1,1958,1958,541.0,1,4.77912349311153,137500
5,1869,2,1088,1,1890,1996,0.0,0,0.0,124900
5,1144,1,1144,1,1959,1959,128.0,1,0.0,143000
8,1629,3,1616,2,2002,2003,236.0,1,5.53338948872752,270000
7,1776,2,936,2,2002,2002,144.0,1,4.574710978503383,192500
6,1381,2,1161,1,1972,2006,0.0,1,0.0,197500
5,864,2,864,1,1950,2002,0.0,0,0.0,129000
5,965,1,828,1,1965,1965,0.0,0,0.0,119900
5,768,1,768,1,1972,2003,0.0,0,0.0,133900
5,1968,2,784,2,1969,1969,232.0,1,5.247024072160486,172000
6,980,0,945,2,1975,1975,250.0,0,0.0,127500
6,1958,2,979,2,1946,1950,423.0,0,0.0,145000
6,1229,2,561,1,1980,1980,0.0,1,0.0,124000
5,1057,2,1057,1,1962,1962,0.0,0,0.0,132000
7,1337,2,1337,2,2003,2003,0.0,0,3.688879454113936,185000
7,1416,2,696,2,1999,1999,0.0,0,3.80666248977032,155000
5,858,0,858,1,1958,2008,0.0,0,0.0,116500
6,2872,2,1330,2,1977,1995,424.0,1,5.645446897643238,272000
6,1548,2,804,2,1976,1976,0.0,1,0.0,155000
9,1800,2,1800,2,2007,2007,0.0,0,4.919980925828125,239000
7,1894,2,817,2,2002,2003,44.0,1,3.713572066704308,214900
6,1484,2,783,2,2005,2007,0.0,1,4.290459441148391,178900
5,1308,1,728,1,1940,1950,0.0,2,4.262679877041316,160000
5,1098,1,1098,1,1955,1955,151.0,0,0.0,135000
3,968,0,600,1,1910,1950,0.0,0,0.0,37900
6,1095,1,588,1,1958,1958,105.0,0,0.0,140000
4,1192,0,720,1,1949,1950,0.0,0,0.0,135000
7,1626,2,764,2,2003,2004,106.0,0,3.332204510175204,173000
6,918,1,918,2,1979,1979,0.0,1,0.0,99500
7,1428,2,1428,2,2007,2008,0.0,0,4.795790545596741,182000
7,2019,2,728,1,1910,1993,0.0,0,4.912654885736052,167500
7,1382,2,673,2,2000,2000,0.0,0,3.9318256327243257,165000
4,869,0,440,1,1923,1958,0.0,0,0.0,85500
7,1241,2,1241,1,2006,2007,0.0,0,4.762173934797756,199900
4,894,2,894,1,1954,1954,0.0,0,0.0,110000
5,1121,2,1121,1,1963,1963,0.0,0,4.394449154672439,139000
7,999,2,944,1,1961,2007,210.0,0,4.343805421853684,178400
8,2612,3,1225,2,1998,1999,975.0,1,0.0,336000
7,1266,2,1266,2,2007,2007,16.0,1,2.833213344056216,159895
8,2290,2,1128,2,2002,2002,0.0,1,0.0,255900
5,1734,2,0,2,1977,1977,0.0,0,0.0,126000
5,1164,1,1164,1,1950,1950,0.0,0,3.8918202981106265,125000
6,1635,1,485,1,1910,2003,0.0,0,0.0,117000
9,1940,3,1930,2,2009,2010,450.0,1,4.564348191467836,395192
6,2030,2,848,2,1976,1976,298.0,1,5.41610040220442,195000
7,1576,2,770,2,2006,2006,0.0,0,3.9318256327243257,197000
8,2392,3,1396,2,1997,1998,423.0,1,4.262679877041316,348000
8,1742,2,916,1,1882,1986,0.0,1,5.135798437050262,168000
6,1851,2,822,2,1964,1993,340.0,1,3.7612001156935615,187000
6,1500,2,750,2,2005,2006,0.0,0,3.58351893845611,173900
10,1718,3,1700,2,2006,2007,230.0,1,3.8918202981106265,337500
4,1230,1,747,1,1946,1950,0.0,0,4.060443010546419,121600
5,1050,1,1050,1,1961,1961,0.0,0,5.768320995793772,136500
6,1442,2,1442,2,1970,1970,571.0,1,0.0,185000
3,1077,1,1007,1,1922,1950,0.0,1,4.61512051684126,91000
7,1208,2,1187,2,2006,2006,24.0,0,4.127134385045092,206000
3,944,2,0,1,1952,1952,0.0,0,0.0,82000
5,691,1,691,1,1920,1950,0.0,0,3.044522437723423,86000
8,1574,3,1574,2,2006,2006,53.0,1,4.653960350157523,232000
5,1680,2,1680,2,1976,1976,164.0,0,0.0,136905
7,1504,2,1346,2,2005,2006,16.0,1,0.0,181000
5,985,1,985,2,1977,1977,220.0,0,0.0,149900
6,1657,2,1657,2,1970,1970,0.0,1,0.0,163500
4,1092,1,546,1,1970,1970,0.0,0,0.0,88000
7,1710,2,1710,2,2004,2005,108.0,1,3.8918202981106265,240000
5,1522,0,1008,2,1926,1950,0.0,0,0.0,102000
5,1271,1,720,2,1948,1950,0.0,1,0.0,135000
5,1664,0,0,2,1965,1965,0.0,0,0.0,100000
6,1502,1,602,1,1923,1996,0.0,2,0.0,165000
5,1022,1,1022,1,1910,2006,0.0,0,3.4339872044851463,85000
6,1082,1,1082,1,1948,1950,206.0,1,4.875197323201151,119200
8,1665,2,810,2,2001,2001,0.0,0,3.828641396489095,227000
7,1504,2,1504,2,1996,1996,196.0,1,4.204692619390966,203000
8,1360,2,1220,1,1984,1984,0.0,1,0.0,187500
7,1472,2,384,2,1991,1992,76.0,1,0.0,160000
7,1506,2,1362,2,2005,2005,145.0,1,3.044522437723423,213490
4,1132,2,1132,1,2005,2005,0.0,0,4.174387269895637,176000
7,1220,2,1199,2,2006,2006,84.0,0,4.007333185232471,194000
5,1248,1,912,1,1930,1950,0.0,0,0.0,87000
7,1504,2,1346,2,2005,2006,14.0,1,3.044522437723423,191000
8,2898,2,1565,2,1976,1976,0.0,1,4.290459441148391,287000
5,882,2,882,1,1972,1972,0.0,0,0.0,112500
5,1264,2,1268,1,1960,1960,324.0,2,0.0,167500
8,1646,3,1638,2,2007,2008,338.0,1,3.80666248977032,293077
5,1376,1,768,1,1941,1950,0.0,1,0.0,105000
6,1218,1,672,1,1972,1972,281.0,0,3.367295829986474,118000
5,1928,0,686,2,1916,1995,0.0,0,0.0,160000
7,3082,2,824,2,1920,1970,0.0,2,4.158883083359672,197000
8,2520,3,1338,2,1993,1993,0.0,1,4.02535169073515,310000
7,1654,3,1654,2,2002,2002,295.0,0,4.919980925828125,230000
5,954,1,920,1,1938,1950,0.0,1,0.0,119750
4,845,1,0,1,1957,1957,0.0,0,0.0,84000
9,1620,3,1620,2,2007,2008,70.0,1,0.0,315500
8,2263,2,1055,2,2001,2002,396.0,1,3.828641396489095,287000
4,1344,0,546,1,1970,2008,0.0,1,0.0,97000
4,630,1,630,1,1970,1970,0.0,0,0.0,80000
5,1803,2,1134,2,1957,2000,67.0,1,0.0,155000
6,1632,2,800,1,1966,2000,252.0,0,3.713572066704308,173000
6,1306,2,1306,2,2005,2005,135.0,1,4.158883083359672,196000
7,2329,2,1475,2,1990,1990,99.0,1,4.804021044733257,262280
8,2524,2,2524,2,1981,1981,0.0,1,4.795790545596741,278000
3,1733,2,0,2,1955,1955,0.0,1,0.0,139600
9,2868,3,1992,3,2005,2006,208.0,1,4.691347882229144,556581
5,990,2,990,1,1994,1995,0.0,0,0.0,145000
5,1771,2,0,1,1960,2006,75.0,1,0.0,115000
4,930,1,0,1,1946,2006,0.0,0,0.0,84900
7,1302,2,1302,2,2007,2007,0.0,0,3.1354942159291497,176485
7,1316,2,1316,2,2007,2007,0.0,1,3.044522437723423,200141
6,1977,2,816,1,1964,1978,272.0,1,3.970291913552122,165000
5,1526,1,1216,1,1957,2002,145.0,1,4.3694478524670215,144500
8,1989,2,1065,2,2002,2002,210.0,1,4.110873864173311,255000
6,1523,2,1193,2,1976,1976,160.0,1,0.0,180000
7,1364,2,1364,2,2005,2005,240.0,1,3.610917912644224,185850
7,1850,2,973,2,1994,1994,0.0,1,4.59511985013459,248000
9,2184,3,1104,2,2008,2008,154.0,1,4.634728988229636,335000
6,1991,2,854,1,1932,1950,480.0,1,0.0,220000
8,1338,2,1338,2,2001,2001,0.0,0,0.0,213500
3,894,3,894,1,1935,1950,0.0,0,3.044522437723423,81000
5,2337,2,662,2,1900,1950,0.0,0,4.060443010546419,90000
6,1103,2,1103,1,1925,1980,0.0,1,4.795790545596741,110500
5,1154,2,1154,1,1966,1966,200.0,1,4.07753744390572,154000
7,2260,2,1306,2,1996,1997,0.0,0,3.80666248977032,328000
6,1571,2,799,2,1993,1994,0.0,1,3.713572066704308,178000
6,1611,2,780,1,1964,1964,360.0,0,4.859812404361672,167900
6,2521,2,942,2,1973,1973,0.0,1,3.044522437723423,151400
5,893,2,845,1,1949,2003,0.0,0,0.0,135000
5,1048,1,1048,1,1956,1956,120.0,0,3.044522437723423,135000
6,1556,2,727,1,1968,1968,0.0,0,0.0,154000
5,1456,1,810,1,1948,1950,0.0,1,0.0,91500
6,1426,2,690,1,1977,1977,140.0,0,0.0,159500
7,1240,3,1240,2,2006,2006,0.0,0,4.543294782270004,194000
7,1740,1,800,1,1940,1984,0.0,2,0.0,219500
5,1466,2,796,2,1936,1989,0.0,1,3.091042453358316,170000
5,1096,1,1096,1,1969,1969,0.0,0,3.49650756146648,138800
6,848,2,848,1,2004,2004,169.0,1,0.0,155900
5,990,1,990,1,1994,1994,0.0,0,4.174387269895637,126000
6,1258,2,1258,2,1971,2004,144.0,0,0.0,145000
5,1040,1,1040,1,1963,1963,0.0,0,0.0,133000
7,1459,2,1459,2,2002,2002,100.0,1,3.688879454113936,192000
6,1251,1,1251,1,1964,1964,425.0,2,4.762173934797756,160000
6,1498,2,691,2,1995,1996,0.0,1,3.80666248977032,187500
6,996,2,936,1,1992,1992,0.0,0,0.0,147000
4,1092,1,546,1,1973,1973,0.0,0,4.574710978503383,83500
8,1953,3,1082,2,2005,2006,0.0,1,3.9318256327243257,252000
7,1709,2,970,2,2004,2004,50.0,0,3.713572066704308,137500
8,1247,2,1247,1,2005,2005,0.0,1,4.442651256490317,197000
3,1040,2,0,2,1950,1950,0.0,0,0.0,92900
7,1252,2,600,2,1999,2000,212.0,0,3.8918202981106265,160000
6,1694,2,1181,2,1925,1950,0.0,1,0.0,136500
5,1200,2,864,1,1965,1998,166.0,0,4.174387269895637,146000
5,936,1,936,1,1956,2000,0.0,0,0.0,129000
6,1314,2,1314,2,2006,2006,0.0,1,3.1354942159291497,176432
6,1355,0,684,1,1914,2006,0.0,0,0.0,127000
8,1088,2,1074,1,1986,1986,0.0,0,4.31748811353631,170000
4,1324,1,672,1,1936,1950,0.0,0,0.0,128000
7,1601,2,1271,2,1978,1978,206.0,1,0.0,157000
2,438,1,290,1,1920,1950,0.0,0,0.0,60000
5,950,1,950,1,1971,1971,0.0,0,0.0,119500
5,1134,1,1010,1,1960,2002,45.0,0,2.833213344056216,135000
6,1194,2,655,1,1959,1959,0.0,1,0.0,159500
5,1302,2,630,2,1970,1970,304.0,0,0.0,106000
8,2622,2,1463,2,1994,1995,362.0,2,3.49650756146648,325000
7,1442,2,910,2,1990,1991,0.0,1,5.501258210544727,179900
7,2021,2,868,2,2006,2006,0.0,1,4.61512051684126,274725
6,1690,2,924,2,2000,2000,0.0,1,3.8918202981106265,181000
8,1836,3,1836,2,2004,2005,42.0,1,5.225746673713202,280000
6,1658,2,773,2,1995,1996,0.0,1,4.442651256490317,188000
7,1964,2,803,2,1976,1976,660.0,1,4.248495242049359,205000
5,816,1,816,1,1957,1957,0.0,0,0.0,129900
5,1008,1,1008,1,1953,2006,0.0,0,2.9444389791664403,134500
5,833,1,833,1,1954,2000,0.0,0,0.0,117000
8,1734,3,1734,2,2007,2007,328.0,1,0.0,318000
8,1419,2,408,2,2002,2002,0.0,1,0.0,184100
5,894,2,894,1,1967,2003,0.0,0,0.0,130000
5,1601,1,533,1,1958,1987,0.0,0,3.555348061489413,140000
5,1040,1,1040,1,1959,1959,0.0,0,0.0,133700
6,1012,1,1012,1,1920,1950,0.0,1,3.1354942159291497,118400
7,1552,3,1552,2,2005,2006,196.0,0,3.044522437723423,212900
4,960,1,672,1,1956,1956,0.0,0,0.0,112000
5,698,0,698,1,1947,2008,0.0,0,5.303304908059076,118000
7,1482,2,384,2,1992,1992,170.0,1,3.258096538021482,163900
4,1005,2,1005,1,1955,1955,0.0,1,0.0,115000
7,1555,3,1373,2,2007,2007,130.0,1,3.044522437723423,174000
7,1530,3,1530,2,2004,2004,0.0,1,3.610917912644224,259000
7,1959,2,847,2,2004,2005,0.0,1,3.8918202981106265,215000
5,936,2,936,1,1980,1980,180.0,0,0.0,140000
4,1981,2,1122,2,1928,1950,0.0,2,3.80666248977032,135000
5,974,0,974,1,1991,1992,0.0,0,3.367295829986474,93500
6,2210,1,1008,2,1880,1950,0.0,0,3.8918202981106265,117500
8,2020,2,1128,2,1995,1995,0.0,1,5.049856007249537,239500
6,1600,2,916,2,1997,1997,0.0,1,3.6635616461296463,169000
6,986,1,960,1,1926,1950,0.0,1,4.859812404361672,102000
6,1252,1,1032,1,1950,1950,0.0,0,0.0,119000
5,1020,0,780,1,1875,1996,0.0,0,0.0,94000
6,1567,2,1567,2,1977,1977,0.0,2,3.49650756146648,196000
5,1167,2,915,1,1920,1950,0.0,1,0.0,144000
5,952,2,952,1,1951,1951,0.0,0,0.0,139000
5,1868,2,780,2,1976,1976,44.0,1,4.574710978503383,197500
8,2828,3,1466,3,2006,2007,340.0,1,4.976733742420574,424870
5,1006,0,1006,1,1959,1959,0.0,0,3.218875824868201,80000
4,924,1,672,1,1941,1950,0.0,0,0.0,80000
5,1576,1,1042,1,1928,1950,0.0,1,0.0,149000
6,1298,2,1298,2,1985,1985,85.0,1,3.295836866004329,180000
7,1564,1,704,1,1941,1950,0.0,1,0.0,174500
7,1111,1,572,1,1926,1950,0.0,1,0.0,116900
7,1482,2,650,1,1920,1988,0.0,0,0.0,143000
6,932,1,932,1,1950,1950,0.0,1,0.0,124000
5,1466,2,1466,1,1959,1959,132.0,2,4.948759890378168,149900
6,1811,2,1073,1,1956,2004,0.0,1,0.0,230000
6,816,1,816,1,1930,2007,0.0,0,0.0,120500
7,1820,2,864,1,1965,1988,288.0,2,4.442651256490317,201800
5,1437,2,1437,2,1976,2004,0.0,1,3.091042453358316,218000
5,1265,2,1219,2,1965,1999,0.0,1,4.532599493153256,179900
7,1314,2,1314,2,2007,2008,166.0,1,4.143134726391533,230000
8,1580,3,1580,2,2007,2008,186.0,0,3.218875824868201,235128
6,1876,2,901,2,1974,1974,270.0,1,4.248495242049359,185000
6,1456,2,855,2,1978,1978,0.0,1,0.0,146000
6,1640,2,1296,1,1954,2006,72.0,1,0.0,224000
5,894,2,894,1,1968,1968,0.0,1,0.0,129000
4,1258,2,1198,0,1969,1969,0.0,0,0.0,108959
5,1432,2,1360,1,1978,1978,0.0,1,5.198497031265826,194000
7,1502,2,1502,2,2009,2009,268.0,0,4.74493212836325,233170
8,1694,3,1694,2,2008,2008,72.0,0,3.5263605246161616,245350
6,1671,2,959,2,2000,2000,0.0,1,3.6635616461296463,173000
6,2108,2,1127,2,1935,1986,0.0,2,0.0,235000
10,3627,3,1930,3,1995,1996,1378.0,1,4.343805421853684,625000
6,1118,1,1096,1,1977,1977,0.0,1,0.0,171000
6,1261,2,1261,1,1958,1958,0.0,1,0.0,163000
7,1250,2,625,2,2006,2007,0.0,0,4.007333185232471,171900
5,3086,0,1598,3,1946,1994,0.0,1,0.0,200500
6,2345,2,952,2,1932,1950,0.0,1,0.0,239000
8,2872,2,1683,2,1992,2000,337.0,1,3.5263605246161616,285000
5,923,1,876,1,1984,1985,0.0,0,0.0,119500
6,1224,1,818,1,1926,2004,0.0,0,0.0,115000
5,1343,1,731,1,1921,1950,0.0,1,0.0,154900
5,1124,0,0,1,1954,1954,0.0,1,3.610917912644224,93000
7,2514,2,1216,2,1990,1991,0.0,0,0.0,250000
8,1652,2,1600,2,2008,2008,186.0,1,3.9889840465642745,392500
10,4476,3,2396,3,1996,1996,0.0,2,4.3694478524670215,745000
5,1130,2,1120,1,1920,1950,0.0,1,0.0,120000
5,1572,3,1572,1,1963,1963,226.0,2,5.575949103146316,186700
5,1221,1,784,1,1924,1950,0.0,0,0.0,104900
3,1699,2,978,2,1900,1970,0.0,0,4.31748811353631,95000
8,1624,3,1624,2,1994,1995,0.0,1,4.74493212836325,262000
7,1660,2,831,2,2002,2002,95.0,0,4.23410650459726,195000
7,1804,2,994,2,1999,1999,0.0,1,4.110873864173311,189000
4,1622,4,1249,1,1961,1975,149.0,1,0.0,168000
8,1441,2,776,2,1999,2000,456.0,0,0.0,174000
5,1472,1,702,1,1925,1994,0.0,0,0.0,125000
6,1224,2,1224,2,1999,1999,425.0,0,5.720311776607412,165000
6,1352,1,663,1,1969,1969,143.0,0,3.610917912644224,158000
6,1456,2,728,2,2005,2005,0.0,0,3.218875824868201,176000
7,1863,3,879,2,2006,2006,0.0,1,2.8903717578961645,219210
7,1690,1,815,1,1916,1950,0.0,1,0.0,144000
7,1212,2,1212,2,2001,2001,0.0,0,0.0,178000
4,1382,2,1051,1,1963,1979,51.0,1,4.418840607796598,148000
4,864,1,864,1,1970,1970,0.0,0,0.0,116050
7,1779,2,866,2,1998,1998,0.0,0,3.610917912644224,197900
5,1348,1,884,1,1925,1997,0.0,1,0.0,117000
7,1630,2,1630,2,2000,2001,171.0,1,5.459585514144159,213000
5,1074,2,1056,1,1975,1975,0.0,0,4.48863636973214,153500
7,2196,3,2158,2,1990,1991,234.0,1,4.262679877041316,271900
4,1056,1,1056,1,1966,1966,0.0,0,3.7612001156935615,107000
6,1700,2,1682,2,2003,2003,120.0,0,3.1780538303479458,200000
5,1283,2,931,1,1962,1980,0.0,0,0.0,140000
8,1660,2,1660,2,2006,2006,420.0,1,3.9318256327243257,290000
6,1845,2,1055,2,1992,1992,0.0,1,4.653960350157523,189000
8,1752,2,559,2,1988,2005,0.0,0,2.5649493574615367,164000
4,672,1,672,1,1941,1950,0.0,0,4.736198448394496,113000
4,960,1,648,0,1965,2001,0.0,0,0.0,145000
5,999,1,925,1,1962,1962,0.0,0,4.290459441148391,134500
5,894,1,894,1,1966,1966,0.0,0,0.0,125000
6,1902,2,0,2,1978,1978,0.0,0,0.0,112000
8,1314,2,1300,2,2009,2009,72.0,0,4.727387818712341,229456
4,912,0,0,1,1947,1950,0.0,0,0.0,80500
6,1218,0,672,1,1971,1971,236.0,0,0.0,91500
5,912,1,912,1,1964,1964,0.0,0,0.0,115000
5,1211,1,952,1,1968,1968,0.0,1,4.158883083359672,134000
6,1846,1,1040,2,1949,1950,320.0,1,0.0,143000
5,2136,2,2136,2,1951,1951,44.0,0,3.4339872044851463,137900
7,1490,2,788,2,2004,2005,0.0,1,4.330733340286331,184000
6,1138,1,588,1,1958,1958,63.0,0,0.0,145000
6,1933,3,894,2,2007,2007,74.0,1,2.9444389791664403,214000
5,912,2,912,1,1965,2008,300.0,0,5.484796933490655,147000
9,1702,3,1702,1,2008,2008,766.0,1,4.290459441148391,367294
5,1507,1,1075,2,1960,1960,0.0,0,0.0,127000
5,2620,2,1361,2,1977,1977,1.0,1,3.218875824868201,190000
5,1190,2,1106,1,1962,1962,120.0,0,2.9444389791664403,132500
4,1224,2,0,2,1962,1962,0.0,0,0.0,101800
5,1188,2,1188,1,1959,1959,180.0,0,0.0,142000
5,1964,0,940,1,1911,1950,0.0,0,5.262690188904886,130000
5,1784,1,747,1,1914,1950,0.0,0,3.713572066704308,138887
7,1626,2,764,2,2003,2003,106.0,0,3.332204510175204,175500
7,1948,2,847,2,2004,2005,0.0,1,3.8918202981106265,195000
6,1141,2,1141,1,2005,2005,0.0,0,0.0,142500
8,1484,2,1476,2,2006,2006,32.0,1,3.5263605246161616,265900
7,1768,2,884,2,2003,2003,252.0,0,4.158883083359672,224900
7,1689,3,1689,2,2007,2007,0.0,0,4.04305126783455,248328
7,1173,2,1053,2,1974,1974,81.0,2,4.795790545596741,170000
10,2076,3,2076,2,2006,2006,0.0,1,5.438079308923196,465000
8,1517,2,792,1,1929,1950,0.0,2,0.0,230000
6,1868,2,585,3,1984,2003,74.0,1,4.727387818712341,178000
7,1553,2,756,2,2005,2006,0.0,0,3.828641396489095,186500
6,1034,3,1012,1,1976,1976,335.0,0,0.0,169900
6,2058,2,735,1,1917,1950,0.0,1,0.0,129500
5,988,1,876,1,1950,1950,0.0,0,4.394449154672439,119000
7,2110,2,2110,2,1968,1968,0.0,2,0.0,244000
7,1405,2,1405,2,2003,2003,163.0,1,3.610917912644224,171750
5,874,1,864,1,1968,1968,0.0,0,0.0,130000
7,2167,2,1192,2,1974,2003,0.0,2,3.871201010907891,294000
7,1656,2,746,2,2003,2004,92.0,1,4.859812404361672,165400
6,1367,1,884,1,1931,1950,0.0,1,0.0,127500
8,1987,2,1986,2,1994,1994,554.0,1,3.610917912644224,301500
5,864,0,864,1,1922,1950,0.0,0,4.574710978503383,99900
7,1166,2,856,2,2005,2005,182.0,0,0.0,190000
6,1054,2,1054,1,1969,1969,0.0,0,0.0,151000
6,1675,2,841,2,1999,1999,0.0,1,4.6443908991413725,181000
5,1050,1,1050,1,1956,1956,0.0,0,0.0,128900
4,1788,1,1104,1,1957,1989,0.0,2,0.0,161500
6,1824,2,764,1,1919,1950,0.0,1,0.0,180500
6,1337,2,1405,2,1998,1999,0.0,0,4.23410650459726,181000
7,1452,2,691,2,1999,1999,218.0,0,3.555348061489413,183900
7,1889,1,925,1,1910,1950,0.0,1,0.0,122000
9,2018,3,2002,2,2008,2009,0.0,1,4.343805421853684,378500
8,3447,3,728,3,1935,1997,632.0,2,2.5649493574615367,381000
5,1524,1,874,1,1958,1958,180.0,0,0.0,144000
7,1524,2,1332,0,1979,1979,0.0,1,0.0,260000
6,1489,2,1489,2,1968,1968,0.0,1,0.0,185750
5,935,1,935,1,1965,1965,114.0,0,0.0,137000
6,1357,1,1019,1,1959,2006,84.0,1,0.0,177000
5,1250,2,661,2,1910,2003,0.0,1,0.0,139000
5,1920,2,928,2,1948,1950,567.0,0,0.0,137000
6,1395,2,723,1,1972,1972,0.0,1,4.762173934797756,162000
